smiles,score
CC(C)CN1CCN(C(C)C(=O)Nc2cccc(F)c2)CC1=O,6.9
Cn1nccc1[C@@H]1OCC[C@H]1C(=O)NCc1cccc2c1OCC2,7.9
COCC1(C(=O)O)CCCN1C(=O)c1cn2ccccc2n1,6.8
CC1(C)CN(C(=O)CCc2cccnc2)CCN1Cc1ccccc1,8.2
CSCC(C)C(=O)NC[C@@H]1C[C@H](F)CN1CC(N)=O,5.5
CCCC(=O)N1CSCC1C(=O)Nc1cc(F)ccc1Cl,7.3
CC1Cc2ccccc2N(C(=O)c2cccc(-n3cccc3)c2)C1,9.4
O=C(c1ccc(-n2ccnn2)cc1)N1CCCCCC1c1ncon1,8.7
CCc1noc(C)c1C(=O)NC1(c2c(F)cccc2F)COC1,7.5
CCC(=O)N1CCCN(C(=O)C2CCCCN2C(=O)c2cccs2)CC1,7.9
CO[C@@H]1C[C@@H](CO)N(C(=O)Cc2cccc(Cl)c2Cl)C1,6.6
Cc1cccc(CC(=O)N2C[C@H](C(=O)O)[C@H](c3ccccc3)C2)c1,8.1
COc1cccc(CNC(=O)[C@@H]2C[C@H](OC)CN2C)n1,6.0
Cc1ccoc1CC(=O)N1Cc2nnc(C)n2CC1CN(C)C,7.0
CC(NC(=O)c1ccncc1)C(C)C(=O)O,7.0
Cc1cc[nH]c1C(=O)NC1CCCN(Cc2noc(C3CC3)n2)C1,7.9
CC(C)COc1ccc(NC(=O)c2cc(C(N)=O)cn2C)cc1Cl,7.0
COc1cn(-c2cccc(C(F)(F)F)c2)nc1C(=O)N(C)CCc1ccncc1,8.7
O=C(NCc1nc(-c2ccncc2)cs1)C1CCN(c2cnccn2)CC1,9.1
O=C(NCCC(=O)N1CCN(Cc2ccc(C(F)(F)F)cc2)CC1)c1ccc([N+](=O)[O-])cc1,9.0
O=C(Cn1nnc(-c2ccccc2)n1)NC1CCc2ncnn2C1,8.7
CO[C@@H]1C[C@@H](c2nc(C3CC3)n[nH]2)N(C(=O)c2cn(C(C)(C)C)nn2)C1,7.1
O=C(C(O)C1CCC1)N1CCN(c2cc(-c3cccnc3)n[nH]2)CC1,8.0
