smiles,score
O=C(O)C1CCCCN1Cc1ccc(Cl)c(F)c1,7.5
Cn1nccc1NC(=O)N1CCN(C(=O)c2cccc(Cl)c2)CC1,7.9
CN(Cc1cn(C)nn1)C(=O)Nc1cnn(CC(=O)NC2CCCC2)c1,7.6
O=C(CN1CCN(C(=O)C2CCCc3nccn32)CC1)NC1CC1,6.9
Cc1nocc1CNC[C@H]1CCO[C@@H]1c1c(C)nn(C)c1C,6.9
CCCn1c(C)cc(-c2csc(NC(=O)C3CC3C)n2)c1C,6.9
O=C(O)c1cccc(Cl)c1CN1CCN(c2ncccn2)CC1,7.8
CC(=O)Nc1ccc(-n2ccnc2)cc1,6.7
CC1Cc2cc(C(=O)N3CCOCC3C(=O)O)ccc2N1S(C)(=O)=O,7.7
Cc1noc([C@H]2C[C@H](O)CN2C(=O)c2cc(F)cc3ccoc23)n1,8.4
Cc1nc(C2(NC(=O)Cc3ncc[nH]3)CCCCC2)no1,7.0
C[C@H](C(=O)Nc1ccc(Cl)cn1)N1Cc2ccccc2C1=O,8.4
FC1CCN(c2nccc3occc23)C1,7.7
Cn1nc(C(=O)NC2(c3ncccn3)CCOCC2)cc1C1CC1,7.1
O=C(N[C@H]1C[C@@H](C(=O)O)C1)c1csc(C(F)(F)F)n1,7.1
Cc1cc(C(=O)Nc2ccc(C(=O)NCCC(=O)O)cc2)c(C)s1,7.4
N#Cc1c(CN2C[C@H](F)C[C@H]2C(=O)N2CCOCC2)cn2ccccc12,8.5
CS(=O)(=O)N1CCCCC1C(=O)NCc1cccc(OCC(=O)O)c1,8.3
Cn1cncc1CC(=O)N1CCN(Cc2cccc3cccnc23)CC1,8.5
Cc1ccc(-c2nn(C)cc2C(=O)NC2CC(N)C23CCC3)o1,7.5
O=C(NC1CCCCNC1=O)c1ccc2c(c1)CCC2,8.9
NS(=O)(=O)c1cccc(NC(=O)NCc2cccc(F)c2)c1,8.8
Cc1cc(OCC(=O)O)ccc1NC(=O)c1noc2c1CCCC2,8.0
CN(CCC1CCCCC1)C(=O)c1cc(-c2cccnc2)on1,8.3
C[C@@H]1[C@@H](c2cccc(Cl)c2)OCCN1C(=O)C(C)(C)S(C)(=O)=O,7.4
Cc1cc(C(=O)N2CCOCC2CC(=O)c2ccco2)ns1,6.6
COc1cc(C(=O)N2[C@H](C(=O)N3CCCC3)C[C@@H]3OCC[C@@H]32)ccc1F,8.8
Cc1cnn(C2CCCN(C(=O)c3c[nH]cc3Cc3ccccc3)C2)c1,8.4
CS(=O)(=O)CC(=O)N1CCCC1C1CCOCC1,6.3
Cc1cc(C)c(CNC(=O)N2CCC3(CC(=O)c4ccccc4O3)C2)c(=O)[nH]1,9.3
O=C(Nc1cnns1)N1CC2CCC(O)CC2C1,7.0
CN(Cc1ccccc1C(F)(F)F)C(=O)Nc1cc2c(cc1Cl)OCCCO2,8.6
CC1CC(N)CCN1C(=O)c1ccc2c(c1)OCC(=O)N2,9.2
O=C(O)[C@H]1CCCN1C(=O)c1cc2ccccc2cc1F,8.9
Cc1cc2c(N3CCN(C(=O)c4ccc[nH]4)CC3)ncnc2s1,7.2
NC(=O)c1cc(C2CCCN(C(=O)c3cnc(C4CCCO4)s3)C2)n[nH]1,8.4
Cc1cc(C)cc(OCCNC(=O)NC2CCOC3(CCOC3)C2)c1,8.2
COC1CCCCN(CC(=O)N2CCC(c3ccncn3)CC2)C1=O,7.5
COCC(=O)Nc1cc(C(=O)O)ccc1OC(C)C,6.4
Cn1cc(CCNC(=O)N2CC(N)C3(CCC3)C2)nn1,6.9
O=C(Nc1cnc2c(c1)CCCC2)N1CCOCC1CC1CC1,7.7
CC1(C)NC(=O)N(Cc2noc(C(F)(F)C3CCOCC3)n2)C1=O,7.8
CN(C)c1ncccc1CNC(=O)N1CCC(Cn2ccnn2)CC1,7.6
CN(C)[C@H]1CN(C(=O)c2cccc(CS(N)(=O)=O)c2)C[C@@H]1O,6.9
CN(CC(=O)O)C1CCCN(C(=O)Nc2cc(Cl)c(F)c(Cl)c2)CC1,8.0
Cc1c(Cl)c(C(=O)N[C@@H]2CNC[C@@H]2n2ccnn2)nn1C,6.3
O=C(O)c1cccc(Cl)c1CN1C[C@H]2CC[C@@H](O)C[C@H]2C1,7.8
O=C(O)COc1cccc(C(=O)N2CCc3[nH]ncc3C2)c1,8.1
NC(=O)C1(N2CCN(c3ccncc3Cl)CC2)CCOC1,6.8
COc1ccc2c(c1)OCC(NC(=O)N1CCC(C)=C(C)C1)C2,7.5
COCCN1CCN(CC(C)=Cc2ccccc2)CC1,6.6
CCc1nnc([C@]23CCC[C@H]2CN(c2ncnc(C)c2OC)C3)o1,7.6
O[C@@H]1C[C@H]2CN(c3ncnc4ccsc34)Cc3cccnc3N2C1,8.2
O=S(=O)(c1ccsc1)N1CCN(CCc2ccncc2)CC1,7.3
Cc1n[nH]c(C2CN(C(=O)C3=Cc4ccccc4OC3)CCO2)n1,8.4
CCN1C(=O)CC[C@H](CNS(C)(=O)=O)[C@H]1c1nccn1C,5.6
Clc1ccccc1-c1nc(CNC2CCc3ncnn3C2)co1,8.3
Cn1cncc1CN1CCN2C(=O)N(c3ccccc3)C(=O)C2C1,7.3
Cn1cnnc1CC1(O)CCCN(c2nc(C3CC3)nc3c2CCC3)C1,8.8
Cc1noc(CCNC(=O)NCC2(N3CCOCC3)CCCCC2)n1,7.5
Cc1cccc(NC2CCN(C(=O)c3ccc(=O)[nH]n3)CC2)c1,8.1
COc1ccc(C(=O)NCc2nnc(C3CCCOC3)o2)cc1F,8.3
CC(Oc1cccnc1)C(=O)N1CCC[C@@H]1C(=O)O,6.9
CNC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)c1c[nH]c(C)n1,7.7
Cc1conc1CN1C[C@@H](NC(=O)C2CC2)[C@H](c2nccn2C)C1,6.9
