smiles,score
Cc1nnc([C@@H]2C[C@@H](O)[C@@H](CNC(=O)c3cccc(C)c3C)C2)[nH]1,7.7
CC(N)CC(C)NC(=O)N1CC(F)C1,5.6
CNCC(C)C(=O)N1CCC(C)C(OC)C1,5.0
O=C(NCCc1noc2ccccc12)c1cnn(C2CC2)c1,8.2
O=C1NCCN1C1CCN(CCOc2ccc3ccccc3c2)CC1,9.0
O=C(c1ccc(=O)n(-c2ccccc2F)n1)N1CCCN(C2CCCC2)CC1,8.7
COc1ccc(F)cc1CC(=O)NC1CCC(C(=O)O)CC1,7.4
CCn1cc(O[C@@H]2COC[C@@H]2NC(=O)c2[nH]ncc2C(F)(F)F)cn1,8.3
CC(C)C1CN(c2ncnc3ccc(S(C)(=O)=O)cc23)CCCO1,7.6
Cn1cc([C@H]2OCCC[C@@H]2NS(=O)(=O)c2ccnn2C)cn1,6.4
NC1CN(C(=O)Nc2cnn(C3CCCC3)c2)CC12CCC2,7.6
COc1cc(C(C)Nc2nccc(C(F)(F)F)n2)cc(OC)c1OC,6.6
Cc1nc(C(=O)NC2CC(N(C)C)C2(C)C)ccc1C(=O)O,7.0
Cc1ccc(O)c(C(=O)N2C(C(=O)N(C)C)C[C@@H]3OCC[C@@H]32)c1,7.2
CCC(C)c1cc(C(=O)NCc2c(C(=O)O)sc3ccccc23)on1,7.7
COC(C)(C(=O)O)C(=O)N1CCN(C(=O)C(C)Oc2ccccc2C)CC1,7.4
COc1ccccc1CC1CCN(C(=O)C2CNC(=O)N2)CC1,7.9
Cc1cc(C)cc(C(NC(=O)C(C)n2cccn2)C(=O)O)c1,7.5
Cc1nc(N2CCOCC2)ccc1NC(=O)C1(N)CCCC1,7.3
Cc1ccc(O)c(CN(Cc2nccn2C)C2CC23CCNCC3)n1,6.7
Cc1nnc(CN[C@@H]2CCO[C@H]2c2cnn(CC3CC3)c2)s1,7.4
CC(C)Oc1ccc(CCNC(=O)[C@H](C)N(C)C)cc1,6.1
O=C(Nc1cnccc1CO)C1CCCN(C(=O)NC2CCCC2)C1,7.8
CC1(C)CCCC(CNC(=O)c2cc3cccnc3s2)O1,7.5
Cc1nc(CC2CCCN(C(=O)NCC3(c4ccccc4)CCOCC3)C2)no1,9.8
O=C(O)C(c1ccccc1F)N1CCN(c2cnccn2)CC1,7.1
