smiles,score
O=C(Nc1cccc(S(=O)(=O)N2CCC(c3ncc[nH]3)CC2)c1)C1CCC1,8.1
CCON1CCC(NCc2scnc2C)CC1,5.5
CCc1nc2n(n1)CC(NCC(=O)Nc1cc(C)nn1C)CC2,6.8
CCC1CN(C(=O)c2csc(NC(C)=O)n2)c2ccccc2O1,7.8
Cc1cc(CNC(=O)N2CCCC2c2nc3ccccc3s2)on1,8.7
CC(NS(=O)(=O)c1cnn(CC(=O)O)c1)C1CCC(F)CC1,7.0
CCCCn1ncc(NC(=O)N2Cc3ccccc3OCC2C)c1C,6.8
Cn1cc(N2CCN(C(=O)NCc3ccccc3-n3ccnc3)CC2)cn1,8.1
CC(C)(C)N1CCC(NC(=O)NCc2cnccn2)C1,6.0
O=C(Nc1ccc(F)c(F)c1F)N1CCC(c2nc3ccccc3o2)CC1,9.2
CC(C)c1nocc1C(=O)NC[C@@H]1CCCO[C@H]1c1ccnn1C,7.3
COc1ncccc1NC(=O)C1CCN(C(N)=O)CC1,7.0
CC(=O)N(C)C1CCN(C(=O)NC(Cc2ccccc2)CN(C)C)CC1,7.0
CN1CC(=O)N(CC(=O)N2CCCCC2c2ccc(F)cc2F)C1=O,8.2
CC1CCCCN1C(=O)NC1CCN(c2cc(=O)n(C)c(=O)[nH]2)CC1,7.7
CCc1nn(C)cc1C(=O)N1C[C@@H](c2cncn2C)[C@H](CNC(=O)C2CC2)C1,6.9
Cc1noc(C2CC(=O)N(C3CN(Cc4ccncc4Cl)C3)C2)n1,7.3
CCCNC(=O)c1cccc(CNC(=O)N2CCC(C)(C(=O)O)C2)c1,7.4
O=C(Nc1ccc2c[nH]nc2c1)C1CCCC1,7.5
Cn1ncnc1CN1CCCC(C(=O)Nc2ccccn2)C1,7.3
O=C(O)[C@H]1CCCN1C(=O)Cc1cc(-c2ccccc2)on1,8.8
Cc1cccc(Cn2cnc3c2CCNC32CCOCC2)c1,8.2
CC(O)(C(=O)NCc1cccc(S(C)(=O)=O)c1)C1CC1,7.7
Cc1ccc2nc(C)c(C(=O)Nc3ccccc3-n3cncn3)cc2c1,8.8
CCn1cc(S(=O)(=O)N[C@@H]2Cc3ccccc3[C@H]2N)nc1C,7.4
O=c1ccccn1Cc1noc(C2CCCN2Cc2ccccc2)n1,8.7
Cc1cc(C(NC(=O)c2cnc3n2CCCC3)C(=O)O)ccc1F,8.5
CC(C(=O)Nc1cccc(-c2nnnn2C)c1)C(C)(C)C,7.6
Cc1onc(-c2ccc(F)cc2)c1C(=O)N1CCOC2CCCC21,9.3
O=C(CCc1cnc2ccccc2c1)N1CCC(NC(=O)N2CCOCC2)CC1,9.4
COc1ccccc1S(=O)(=O)Nc1cc(C)nn1-c1ccc(Cl)cc1,8.2
C[C@@H]1CN(c2ccccn2)C[C@H]1C(=O)NCC(F)(F)CO,7.5
Cc1cc(CC(=O)N[C@H]2CCO[C@@H]2c2cnn(C)c2C)n[nH]1,7.1
CCN(Cc1ccccc1)C(=O)CNC(=O)c1cccc(C(F)(F)F)c1,8.2
NC(=O)C1CCN(C(=O)Cc2cccc(C(F)(F)F)n2)C1,8.4
CNC(=O)C1CCCN(C(=O)c2cccc(-n3cc[nH]c3=O)c2)C1,8.4
N#Cc1ccc(CNC(=O)N2CCOCC2c2ccc(F)cc2)s1,8.3
CCN1CC2(CCN(C(=O)c3conc3C)CC2)[C@H]2COC[C@H]21,7.3
Cn1nc(CC(=O)N2CCC(c3nc(C4CC4)no3)C2)c2ccccc21,8.9
Cc1noc(C2(C(F)(F)F)CCN(Cc3nc4c(s3)CNCC4)C2)n1,7.8
CC(O)(CNS(=O)(=O)c1ccc2c(c1)CCCO2)C(=O)O,7.7
CS(=O)(=O)N(CC(=O)O)CC1CN(c2nc3ccccc3s2)CCO1,6.2
Cc1ncc(S(N)(=O)=O)cc1C(=O)N[C@H]1c2ccccc2C[C@H]1O,8.9
COCCN(C)c1ccc(CN2CCCC(O)(CC(N)=O)C2)cn1,6.6
Cc1nnc(NC(=O)CN2CCCC2Cn2cccn2)s1,6.9
O=C(NCC(F)(F)CO)NC1CCN(C(=O)c2ccoc2)CC1,7.1
N[C@]12CC[C@H]1CN(C(=O)Nc1cnn(C3CCCC3)c1)C2,7.4
COC1CCC2OCCN(S(=O)(=O)CCc3ccccc3F)C2C1,7.7
c1ccc2[nH]c(CN3CCC(n4cnc5c4CCCC5)C3)nc2c1,8.4
NC(=O)C1CCCN(C(=O)CCn2cncn2)C1,6.5
Cc1cc(NC(=O)N2CCOCC2c2nc3ccccc3s2)nn1C(C)C,8.5
CCOC(=O)C(O)C(C)NC(=O)c1cn(-c2ccccc2CC)nn1,7.7
Cc1cnccc1NC(=O)N1CCSC(C)(C)C1,6.5
O=S(=O)(C1CC1)N1CCCN(c2ncnc3sccc23)CC1,7.3
CC(NC(=O)[C@H]1C[C@@]12CC(C)(C)Oc1ccccc12)c1nnnn1-c1ccccc1,8.7
COC1CCN([C@H]2CCC[C@H]2N(C)C(=O)c2cnn3c(=O)cc[nH]c23)C1,7.2
Cc1c([C@H]2OCC[C@@H]2NC(=O)c2ccc(N3CCC(C)CC3)nc2)cnn1C,8.1
NC1CN(C(=O)Cc2ccn(CC(F)(F)F)n2)CC12CCC2,7.3
Cn1cnnc1CC1(O)CCCN(Cc2cc(C#N)ccc2F)C1,8.1
COc1cccc2c(N3CCC[C@H](O)C3)nccc12,7.8
Cc1cc(NC(=O)NCCN2CCOC(C)C2)cs1,6.2
COCCCCS(=O)(=O)N1CCOCC1c1c(C)nn(-c2ccccc2)c1C,7.2
COC(C)CS(=O)(=O)Nc1ccc2nscc2c1,6.1
O=C(NCCc1ncc[nH]1)C1NCCOc2ccccc21,7.9
CNC(=O)C1CCN(C(=O)c2ccc3c(c2)CCCCC3=O)C1,9.4
O=C(Nc1cccc(N2CCN(CC3CC3)CC2)c1)c1ccc(C(=O)O)nc1,8.3
O=C(C1CCS(=O)(=O)C1)N1CCOC1C(F)(F)F,6.5
COC(=O)C(C)CS(=O)(=O)Nc1ccccc1-c1cc(F)c(F)c(F)c1,8.5
COc1ccc(C2CCCCCN2C(=O)CNC(=O)NC2CC2)cc1,7.8
FC(F)(F)CN1CCCN(CCc2ccncc2)CC1,7.5
O=C(O)c1coc(CN2CCCCC2Cc2ccccc2F)n1,8.6
NC(=O)C1(O)CCCN(C(=O)Cc2c(F)cccc2Cl)C1,7.7
CC(C)Oc1ncccc1NC(=O)N1CCc2ccc(O)cc2C1,7.3
CC1(C)CN(Cc2ccc(C(=O)O)cc2F)CC(COc2ccccc2)O1,9.2
CC(c1ccccc1)N1CC(C(=O)N(CCN(C)C)CC(=O)O)CC1=O,6.8
CN1CN(C(=O)C(c2cccnc2)C2CCCCC2)CC1=O,6.6
O=C(Cc1cccs1)NCCc1nc(C(=O)O)cs1,6.9
COc1ccc(-c2cn(Cc3nc(C)n[nH]3)nn2)cc1OC,7.3
CCc1nnc([C@]23CCC[C@H]2CN(C(=O)c2cnccc2N(C)C)C3)o1,7.8
CC(C)OC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)C1CC(=O)C1,8.1
COc1ccc(CC(C)C(=O)N2CCCC2C(=O)O)cc1OC,6.6
COCc1n[nH]c([C@H]2CN(c3nnnn3C)C[C@@H]2C2CC2)n1,6.7
O=C(O)C1CCCCN1S(=O)(=O)c1ccc(CC(F)(F)F)cc1,7.8
O=C(c1cc[nH]c1)N1CCN(Cc2cccc3cccnc23)CC1,8.2
O=C(O)CN(Cc1ccccc1)C(=O)c1ccc(C2CCOCC2)cc1,8.5
O=C1CN(C(=O)Nc2ccn(CC(F)(F)F)n2)CCN1,7.0
