smiles,score
CC1CCOCCN1C(=O)[C@@H]1C[C@]12CCOc1ccc(Cl)cc12,6.5
COCc1nocc1C(=O)NC1CCOC(C)(C)C1,6.5
Cc1c(C(C)(C)C)nn(-c2ccccc2)c1NC(=O)c1cccnc1,8.5
O=C(Nc1ccc(OC(F)F)cn1)NC1CCC(C(=O)O)CC1,8.2
CCC(=O)C1CCCCN1C(=O)C1CC(=O)N(c2ccccc2F)C1,8.3
O=C1CN(C(=O)Nc2ccn(CC(F)(F)F)n2)CCN1,7.0
COc1ccnc(C(=O)N2CC(n3cc(-c4ccccc4)nn3)C2)c1,9.0
CCc1nnc([C@]23CCC[C@H]2CN(c2ncnc(C)c2OC)C3)o1,7.6
CC(NC(=O)CCC1Cc2ccccc2NC1=O)C(=O)O,8.3
CC(C)OCc1ccc(CNc2nc3ccccc3c(=O)[nH]2)cc1,7.7
Cc1nccc(NC(C)CN2CCOCC2)n1,5.8
CS(=O)(=O)N(Cc1cn2c(n1)CCCC2)Cc1cc(F)ccc1F,8.1
CC(NS(=O)(=O)N1CCCC1)c1cnn(C)c1,6.2
COc1ccc(-c2noc(C3(c4ccc(Cl)cc4)CCOCC3)n2)cc1,9.1
CC1CCCCN1C(=O)NCc1nnc(C2CC2)n1-c1ccccc1,8.4
O=C(Nc1ccncc1)N1CCCC1Cn1cccn1,7.2
Cc1nc(CCNC(=O)N2CCCCC2c2nc3ccccc3[nH]2)c(C)o1,8.1
CC(=O)N1CCN(Cc2cn(Cc3cccs3)nn2)CC1,6.6
O=C(NCc1nc(C(=O)O)cs1)c1ccnnc1,7.2
CNC(=O)C1CC(=O)N(C2CN(C(=O)c3ccc(N(C)C)nc3)C2)C1,7.0
CNC(=O)CC1(O)CCCN(CCOc2cccc(C#N)c2)C1,7.9
Cc1nccn1CC(=O)N1CCC(C[C@H]2OCC[C@H]2C(N)=O)CC1,6.7
CCOc1cc(C(=O)N2CCC(N)C2)ccc1OCc1cccnc1,7.9
C=CCn1c(SCc2nccn2C)nnc1-c1ccccc1C,7.1
CC(=O)c1cccc(OC(C)C(=O)NC(CC#N)c2ccccc2)c1,8.2
CN1CCC2(CCCN(C(=O)c3ccc4nccnc4c3)C2)C1,7.5
O=C(CCc1ccccc1F)NCc1c(C(=O)O)oc2ccccc12,8.8
O=C(O)CC1COCCN1C(=O)C1OCCc2ccccc21,7.6
CC1(C(=O)O)CCN(C(=O)c2cc(Cl)sc2Cl)C1,6.9
O=C1NCCN1c1nc(Cc2nc(C3CC3)no2)cs1,7.3
Cc1nn(C)c(C)c1CC(=O)N(CC(=O)O)CC1CC1,6.1
Cc1cnc(C(=O)NCCN2CC3CCC(C2)O3)o1,6.7
CNC(=O)CC1(O)CCCN(c2nc(-c3ccccn3)nc(C)c2C)C1,7.3
O=C(c1c[nH]nc1C1CCCNC1)N1CCN(Cc2ccccc2Cl)CC1,8.1
CCCc1cc(C(=O)N2CCCS(=O)(=O)CC2)sc1C,6.7
CCOC(=O)c1[nH]c(C2CCN(C(=O)CN(C)C)CC2)nc1C,6.5
Cc1cc(C(=O)N(CCC(=O)O)CC2CC2)n[nH]1,6.6
CN1CCN(C(=O)c2ccn(C)c(=O)c2)CC1c1nc(C2CC2)no1,7.4
CO[C@H]1C[C@H](c2nnc(C)o2)N(C(=O)c2c(O)nc3ccccc3c2C)C1,8.8
COc1ccccc1C1(CNC(=O)c2cc(C(=O)O)co2)CCC1,7.7
O=C(O)C1CCN(C(=O)CC2CCCCO2)c2ccccc21,9.1
CC(NS(=O)(=O)c1ccc2c(c1)OCCO2)C(N)=O,7.4
Cc1nscc1C(=O)Nc1cccc(OCC(F)F)n1,6.7
CCN(CCC(=O)O)C(=O)c1cc(C)on1,6.2
Cc1nccc(NC(=O)N2CCCC(Cc3nc(C)no3)C2)n1,7.8
Nc1nc(C2CC2)ncc1C(=O)N1CCCc2n[nH]cc21,8.1
Cc1[nH]nc(C(=O)NC(C(C)C)C2(CO)CCCC2)c1C,6.0
CC(C)C(=O)N1CCC2C(C1)NC(=O)N2C1CCN(Cc2ccccc2)CC1,8.0
CCc1cccc(CNC(=O)N2C[C@@H](c3cncn3C)[C@H](CNC(C)=O)C2)c1,8.3
Cc1csc(C2CCCCN2C(=O)CN2CCC(=O)NC2=O)n1,7.4
O=C(NCC(C(=O)O)c1ccccc1)c1cc(-n2cccn2)ccn1,8.8
O=C(O)c1ccccc1C1CCN(C(=O)NCCOC2CCCC2)CC1,7.8
Cc1ccn(CC(=O)Nc2ccccc2Cl)c(=O)c1,6.8
CC(C(=O)N1CCc2nc[nH]c2C12CCC2)c1cncnc1,7.4
O=C(O)C1CCN(C(=O)CC2CCCC2)C2CCCCC12,7.6
O=C(Cc1cc(C(F)(F)F)ccn1)N1CCOC(C2CCC2)C1,8.2
CN1C2CCC1CN(c1ncnc3c(F)cccc13)CC2,6.3
O=C(NCc1nccn1CCc1ccccc1)N1CCC(CN2CCCC2)C1,8.3
Cn1cnc2c(N3CCN4CCOCC4(CO)C3)ncnc21,6.5
Cc1[nH]ncc1C(=O)NCc1cc(OC2CCNC2)ccn1,8.2
Cc1cc(NC(=O)CN2CCCC2c2ccc(C)c(C)c2)no1,8.8
Cc1ccc(-c2nc(C(=O)N3CCCC(c4ccnc(N)n4)C3)cs2)c(C)c1,8.4
CC(C)n1ncnc1CN1CCOc2ccccc2C1C(=O)O,6.7
O=C1CCc2cc(OCCNC(=O)[C@H]3CC[C@@H](C(=O)O)O3)ccc2N1,9.0
CCCn1nc2c(cc1=O)CN(c1ccc3nnnn3n1)CC2,8.0
CC(C)c1ocnc1C(=O)NC[C@@H]1CC(=O)N(C(C)(C)C)[C@H]1c1cnn(C)c1,6.9
Cc1cc(C)c(CC(=O)Nc2cnn(C(C)(C)C(=O)O)c2)c(C)c1,7.2
CC(C(=O)O)N(C)S(=O)(=O)Cc1c(Cl)cccc1Cl,6.0
O=C1CCc2cc(OCCNC(=O)[C@@H]3C[C@@H]4OCC[C@@H]4N3)ccc2N1,9.1
O=C(CCc1ccc2ccccc2n1)NCC(=O)N1CCOCC1,8.8
CCC1CC(CC(=O)Nc2ccn3ncc(C(=O)OC)c3c2)CCO1,7.1
O=S(=O)(c1cccc(NCc2cnc(C3CC3)o2)c1)N1CCC(CO)CC1,8.4
Cc1cc(C(=O)Nc2ccnn2C2CCCc3ccccc32)c(C)o1,9.1
CCCCS(=O)(=O)N1CCCC1C(=O)Nc1cnc(CC)nc1,6.3
OC1(Cc2nc(C3CC3)no2)CCCN(c2ncc(F)cn2)C1,7.6
CC(C)n1cc([C@@H]2CN(c3cccc(C#N)n3)C[C@H]2CO)cn1,7.3
CCC(C)C(=O)N1CCCC(C(=O)NCC2(N3CCOCC3)CCCCC2)C1,7.4
CCOc1ccc(NC(=O)CN2Cc3c[nH]nc3C(C)C2)cc1,7.1
CC1CN(C(=O)CCc2ccncc2)CCN1,7.2
CN(C)C(=O)Cn1cc(NC(=O)c2cn(C)nc2-c2ccco2)cn1,7.3
Cc1cc(CNCC2CCCN2c2cccnn2)no1,7.1
Cc1ccccc1C(=O)NCC(=O)N1CCC(NC(=O)C2CCCCC2)CC1,8.6
COc1cccc2c1nc(-c1ccc(Oc3cnccn3)cc1)n2C,7.9
O=C(NCc1cc[nH]n1)NC(c1ccccc1)C1(CO)CCCCC1,7.3
CS(=O)(=O)c1cccc(C(=O)NC(CC(=O)O)c2ccc(F)cc2)c1,8.8
Cc1ccc(C(=O)NC2(C)CCC(O)CC2)cc1S(C)(=O)=O,7.6
N[C@@H]1CCN(C(=O)CCS(=O)(=O)c2ccc3c(c2)CCC3)C1,8.7
CCn1cc(O[C@@H]2COC[C@@H]2NC(=O)c2c[nH]c(=O)cc2C)cn1,7.8
CC(=O)N1CCCCC1c1ccc(C(=O)NCCOC2CCCC2)n1C,7.5
